SIS;TOK;UIN;VOL;WET;KAT;XIN;Class;id
2.25;t;21.0;t;1;ddd;t;y;1718
15.5;f;48.17;t;12;ddd;t;y;1719
10.0;t;39.33;t;14;ddd;t;y;1720
0.25;t;25.08;t;0;ccc;f;y;1721
0.25;t;23.25;t;0;ddd;f;y;1722
2.0;f;30.67;t;1;ccc;t;y;1723
0.0;t;19.17;f;0;ddd;f;y;1724
1.0;f;20.08;f;1;;t;y;1725
9.0;t;36.67;t;0;ddd;f;y;1726
0.46;f;23.17;t;1;ddd;t;y;1727
1.5;f;15.83;t;2;ccc;t;y;1728
1.75;t;16.08;t;5;ddd;t;y;1729
5.165;t;47.0;t;9;ccc;t;y;1730
0.0;f;71.58;f;0;ccc;f;y;1731
0.5;f;21.25;t;4;ccc;t;y;1732
20.0;t;65.42;t;7;ddd;t;y;1733
2.0;t;20.5;t;11;ddd;t;y;1734
5.0;f;55.92;t;5;ddd;t;y;1735
0.0;t;34.92;t;0;ddd;f;y;1736
15.0;t;56.58;t;17;ddd;t;y;1737
1.0;f;25.17;t;3;ddd;t;y;1738
1.665;t;25.08;t;1;ddd;t;y;1739
14.0;t;57.83;t;6;ddd;t;y;1740
7.5;t;34.92;t;6;ddd;t;y;1741
4.25;f;33.58;t;6;ddd;t;y;1742
0.04;f;22.92;t;0;ccc;f;y;1743
1.5;f;24.5;t;0;ccc;f;y;1744
0.0;f;20.25;t;0;ddd;f;y;1745
1.5;f;18.5;t;2;ddd;t;y;1746
0.625;f;25.17;t;7;ddd;t;y;1747
5.0;t;44.33;t;0;ddd;f;y;1748
0.5;f;18.08;t;0;ddd;f;y;1749
11.0;t;60.58;t;0;ccc;f;y;1750
3.5;f;41.5;f;0;ddd;f;y;1751
0.875;t;25.75;t;0;ccc;f;y;1752
5.04;t;29.25;t;5;ddd;t;y;1753
2.0;f;36.0;t;11;ccc;t;y;1754
3.0;f;31.67;t;9;ddd;t;y;1755
18.0;t;60.08;t;15;ddd;t;y;1756
2.0;f;22.33;t;1;ddd;t;y;1757
3.5;f;40.0;t;1;ddd;t;y;1758
1.625;t;35.17;t;1;ddd;t;y;1759
15.0;f;41.33;t;0;ddd;f;y;1760
0.335;t;20.75;t;1;ccc;t;y;1761
2.5;t;32.08;t;0;ddd;f;y;1762
5.0;t;;t;3;ddd;t;y;1763
1.875;f;23.92;t;6;ddd;t;y;1764
3.17;f;23.25;t;10;ccc;t;y;1765
0.415;t;46.67;t;11;ccc;t;y;1766
3.5;f;25.0;t;6;ccc;t;y;1767
0.25;f;25.5;t;3;ddd;t;y;1768
2.71;f;18.75;t;5;ccc;t;y;1769
8.5;t;23.5;t;5;ccc;t;y;1770
4.5;t;34.17;t;12;ddd;t;y;1771
3.75;t;27.83;t;5;ddd;t;y;1772
5.0;t;36.75;t;0;ccc;f;y;1773
2.75;f;47.25;t;1;ccc;t;y;1774
0.375;f;33.67;f;0;ccc;f;y;1775
14.0;t;45.0;t;1;ddd;t;y;1776
6.5;t;33.17;t;0;ddd;f;y;1777
1.04;t;25.0;t;0;ccc;f;y;1778
1.0;t;26.67;t;5;ddd;t;y;1779
0.125;t;48.5;t;0;ddd;f;y;1780
0.04;t;37.42;t;0;ddd;f;y;1781
0.21;f;18.0;f;0;ddd;f;y;1782
0.0;f;56.5;t;15;ccc;t;y;1783
1.46;t;25.75;t;5;ddd;t;y;1784
0.415;t;22.58;t;5;ccc;t;y;1785
2.04;t;33.17;t;1;ddd;t;y;1786
0.04;t;32.0;t;0;ddd;f;y;1787
1.75;f;40.83;t;0;ccc;f;y;1788
0.125;t;59.67;t;0;ddd;f;y;1789
3.165;t;42.5;t;0;ddd;f;y;1790
0.0;f;28.08;t;0;ccc;f;y;1791
0.125;t;37.75;t;0;ccc;f;y;1792
8.665;f;53.92;t;5;ddd;t;y;1793
15.0;f;47.67;t;20;ddd;t;y;1794
0.835;f;23.25;t;0;ddd;f;y;1795
2.585;f;22.67;t;0;ddd;f;y;1796
14.415;t;54.58;t;11;ddd;t;y;1797
7.415;t;34.25;t;0;ddd;f;y;1798
2.0;t;27.58;t;3;ddd;t;y;1799
0.0;f;46.0;t;0;ccc;f;y;1800
4.0;f;60.92;t;4;ccc;t;y;1801
13.875;t;47.42;t;2;ccc;t;y;1802
4.25;t;37.33;t;12;ddd;t;y;1803
0.0;f;25.58;f;0;ccc;f;y;1804
1.585;f;20.42;t;1;ccc;t;y;1805
7.375;t;44.17;t;3;ccc;t;y;1806
5.375;t;34.75;t;9;ddd;t;y;1807
2.5;f;20.5;t;0;ddd;f;y;1808
2.25;t;22.67;f;0;ddd;f;y;1809
2.165;t;22.08;f;0;ddd;f;y;1810
4.58;f;42.83;t;0;ddd;f;y;1811
1.0;t;18.92;t;4;ccc;t;y;1812
0.165;f;20.67;t;3;ccc;t;y;1813
0.04;f;32.33;t;0;ccc;f;y;1814
5.335;f;28.92;t;11;ddd;t;y;1815
5.5;f;52.83;t;14;ccc;t;y;1816
2.085;f;20.67;t;5;ccc;t;y;1817
2.5;f;36.25;t;6;ddd;t;y;1818
1.0;f;20.33;t;4;ccc;t;y;1819
0.25;f;25.75;t;0;ddd;f;y;1820
0.585;f;28.17;t;4;ccc;t;y;1821
0.165;f;23.92;f;0;ddd;f;y;1822
8.0;t;56.0;t;0;ddd;f;y;1823
0.71;t;20.75;t;2;ccc;t;y;1824
4.0;t;30.5;t;7;ccc;t;y;1825
5.0;t;45.83;t;7;ccc;t;y;1826
3.5;t;39.0;t;10;ddd;t;y;1827
0.665;f;22.08;t;0;ddd;f;y;1828
4.75;f;28.25;t;2;ddd;t;y;1829
3.0;f;18.83;t;0;ccc;f;y;1830
2.5;t;28.67;t;5;ccc;t;y;1831
2.46;f;22.5;f;0;ccc;f;y;1832
6.5;f;;t;0;ddd;f;y;1833
2.54;f;28.5;t;1;ccc;t;y;1834
1.5;f;19.17;t;0;ddd;f;y;1835
2.5;f;21.5;t;3;ccc;t;y;1836
0.0;t;17.5;f;0;ddd;f;y;1837
5.25;f;26.67;t;1;ddd;t;y;1838
3.25;f;34.42;t;2;ddd;t;y;1839
0.0;t;73.42;t;0;ddd;f;y;1840
0.5;t;23.0;t;2;ccc;t;y;1841
1.085;t;23.08;t;11;ddd;t;y;1842
1.46;f;19.42;t;7;ddd;t;y;1843
0.835;t;23.33;t;0;ddd;f;y;1844
12.75;t;42.17;t;0;ddd;f;y;1845
1.5;f;21.25;f;0;ddd;f;y;1846
0.085;t;34.17;f;0;ddd;f;y;1847
7.875;t;47.75;t;6;ccc;t;y;1848
2.5;f;44.33;t;0;ccc;f;y;1849
6.5;f;39.5;t;16;ddd;t;y;1850
0.5;t;41.17;t;3;ccc;t;y;1851
4.335;f;29.92;t;0;ddd;f;y;1852
0.0;f;23.17;f;0;ddd;f;y;1853
4.5;f;35.17;t;7;ddd;t;y;1854
0.75;f;19.17;t;7;ccc;t;y;1855
6.29;f;52.5;t;15;ddd;t;y;1856
0.04;f;39.92;t;1;ddd;t;y;1857
3.0;t;21.33;t;0;ddd;f;y;1858
0.75;f;35.75;t;4;ccc;t;y;1859
13.0;t;67.75;t;1;ddd;t;y;1860
5.25;t;32.67;t;0;ddd;f;y;1861
7.585;t;49.5;t;15;ddd;t;y;1862
1.085;t;21.0;t;8;ddd;t;y;1863
0.96;t;28.25;t;3;ddd;t;y;1864
1.54;t;34.17;t;1;ddd;t;y;1865
6.04;f;31.92;t;3;ddd;t;y;1866
0.54;f;29.5;t;4;ccc;t;y;1867
0.085;f;23.17;t;0;ddd;f;y;1868
10.0;t;18.08;f;0;ccc;f;y;1869
1.835;f;24.75;t;19;ccc;t;y;1870
0.04;f;20.83;t;0;ccc;f;y;1871
4.165;t;28.0;t;2;ddd;t;y;1872
2.25;f;20.42;t;1;ddd;t;y;1873
5.665;f;28.67;t;6;ddd;t;y;1874
0.04;t;21.92;t;1;ddd;t;y;1875
6.0;f;43.25;t;11;ddd;t;y;1876
1.625;f;20.42;t;3;ddd;t;y;1877
5.125;f;42.0;t;0;ddd;f;y;1878
1.5;t;23.42;t;2;ccc;t;y;1879
0.875;f;25.17;t;0;ccc;f;y;1880
2.25;f;24.83;t;6;ddd;t;y;1881
4.75;f;24.5;t;2;;t;y;1882
1.5;t;37.5;f;0;ddd;f;y;1883
1.5;t;36.75;f;0;ddd;f;y;1884
1.5;t;28.25;t;8;ddd;t;y;1885
5.5;t;32.75;t;3;ddd;t;y;1886
1.0;f;17.83;t;11;ccc;t;y;1887
2.29;t;22.83;t;7;ccc;t;y;1888
1.75;t;13.75;t;2;ddd;t;y;1889
0.125;t;41.0;t;23;ccc;t;y;1890
2.125;t;23.08;t;11;ddd;t;y;1891
1.71;f;20.17;t;0;ddd;f;y;1892
2.29;t;50.08;t;3;ccc;t;y;1893
4.25;t;27.0;t;3;ddd;t;y;1894
2.5;f;38.17;t;6;ddd;t;y;1895
0.375;t;27.0;t;0;ddd;f;y;1896
7.0;f;41.17;t;8;ddd;t;y;1897
0.0;t;65.17;t;11;ccc;t;y;1898
0.0;f;37.58;f;0;ddd;f;y;1899
2.375;t;23.25;t;3;ddd;t;y;1900
0.29;f;21.83;t;6;ddd;t;y;1901
1.75;t;26.0;t;0;ddd;f;y;1902
1.335;t;31.67;t;8;ddd;t;y;1903
8.5;t;49.83;t;0;ccc;f;y;1904
6.5;f;47.42;t;6;ccc;t;y;1905
0.0;f;51.33;t;11;ddd;t;y;1906
0.75;f;18.92;t;2;ccc;t;y;1907
0.835;f;28.42;t;0;ccc;f;y;1908
1.25;t;56.75;t;4;ddd;t;y;1909
10.0;f;58.42;t;13;ccc;t;y;1910
16.0;f;48.33;t;0;ddd;f;y;1911
0.75;t;33.17;t;7;ddd;t;y;1912
2.585;f;22.42;t;7;ccc;t;y;1913
0.085;f;18.83;t;0;ccc;f;y;1914
0.25;f;48.58;t;11;ddd;t;y;1915
1.25;f;26.75;t;0;ddd;f;y;1916
17.5;t;64.08;t;9;ddd;t;y;1917
1.665;t;20.17;t;3;ddd;t;y;1918
1.21;t;25.67;t;67;ddd;t;y;1919
1.335;f;22.67;t;0;ddd;f;y;1920
7.0;f;31.33;t;16;ddd;t;y;1921
28.5;f;56.42;t;40;ddd;t;y;1922
1.5;t;24.75;t;12;ccc;t;y;1923
1.25;f;24.08;t;1;ccc;t;y;1924
11.0;t;28.33;t;0;ddd;f;y;1925
5.0;f;26.92;t;2;ccc;t;y;1926
5.75;t;27.67;t;0;ddd;f;y;1927
0.085;t;38.67;t;0;ddd;f;y;1928
1.085;f;32.17;t;16;ccc;t;y;1929
5.5;t;32.67;t;12;ddd;t;y;1930
12.5;f;48.75;t;9;ddd;t;y;1931
2.25;t;21.0;t;1;ddd;t;y;1932
15.5;f;48.17;t;12;ddd;t;y;1933
10.0;t;39.33;t;14;ddd;t;y;1934
0.25;t;25.08;t;0;ccc;f;y;1935
0.25;t;23.25;t;0;ddd;f;y;1936
2.0;f;30.67;t;1;ccc;t;y;1937
0.0;t;19.17;f;0;ddd;f;y;1938
1.0;f;20.08;f;1;;t;y;1939
9.0;t;36.67;t;0;ddd;f;y;1940
0.46;f;23.17;t;1;ddd;t;y;1941
1.5;f;15.83;t;2;ccc;t;y;1942
1.75;t;16.08;t;5;ddd;t;y;1943
5.165;t;47.0;t;9;ccc;t;y;1944
0.0;f;71.58;f;0;ccc;f;y;1945
0.5;f;21.25;t;4;ccc;t;y;1946
20.0;t;65.42;t;7;ddd;t;y;1947
2.0;t;20.5;t;11;ddd;t;y;1948
5.0;f;55.92;t;5;ddd;t;y;1949
0.0;t;34.92;t;0;ddd;f;y;1950
15.0;t;56.58;t;17;ddd;t;y;1951
1.0;f;25.17;t;3;ddd;t;y;1952
1.665;t;25.08;t;1;ddd;t;y;1953
14.0;t;57.83;t;6;ddd;t;y;1954
7.5;t;34.92;t;6;ddd;t;y;1955
4.25;f;33.58;t;6;ddd;t;y;1956
0.04;f;22.92;t;0;ccc;f;y;1957
1.5;f;24.5;t;0;ccc;f;y;1958
0.0;f;20.25;t;0;ddd;f;y;1959
1.5;f;18.5;t;2;ddd;t;y;1960
0.625;f;25.17;t;7;ddd;t;y;1961
5.0;t;44.33;t;0;ddd;f;y;1962
0.5;f;18.08;t;0;ddd;f;y;1963
11.0;t;60.58;t;0;ccc;f;y;1964
3.5;f;41.5;f;0;ddd;f;y;1965
0.875;t;25.75;t;0;ccc;f;y;1966
5.04;t;29.25;t;5;ddd;t;y;1967
2.0;f;36.0;t;11;ccc;t;y;1968
3.0;f;31.67;t;9;ddd;t;y;1969
18.0;t;60.08;t;15;ddd;t;y;1970
2.0;f;22.33;t;1;ddd;t;y;1971
3.5;f;40.0;t;1;ddd;t;y;1972
1.625;t;35.17;t;1;ddd;t;y;1973
15.0;f;41.33;t;0;ddd;f;y;1974
0.335;t;20.75;t;1;ccc;t;y;1975
2.5;t;32.08;t;0;ddd;f;y;1976
5.0;t;;t;3;ddd;t;y;1977
1.875;f;23.92;t;6;ddd;t;y;1978
3.17;f;23.25;t;10;ccc;t;y;1979
0.415;t;46.67;t;11;ccc;t;y;1980
3.5;f;25.0;t;6;ccc;t;y;1981
0.25;f;25.5;t;3;ddd;t;y;1982
2.71;f;18.75;t;5;ccc;t;y;1983
8.5;t;23.5;t;5;ccc;t;y;1984
4.5;t;34.17;t;12;ddd;t;y;1985
3.75;t;27.83;t;5;ddd;t;y;1986
5.0;t;36.75;t;0;ccc;f;y;1987
2.75;f;47.25;t;1;ccc;t;y;1988
0.375;f;33.67;f;0;ccc;f;y;1989
14.0;t;45.0;t;1;ddd;t;y;1990
6.5;t;33.17;t;0;ddd;f;y;1991
1.04;t;25.0;t;0;ccc;f;y;1992
1.0;t;26.67;t;5;ddd;t;y;1993
0.125;t;48.5;t;0;ddd;f;y;1994
0.04;t;37.42;t;0;ddd;f;y;1995
0.21;f;18.0;f;0;ddd;f;y;1996
0.0;f;56.5;t;15;ccc;t;y;1997
1.46;t;25.75;t;5;ddd;t;y;1998
0.415;t;22.58;t;5;ccc;t;y;1999
2.04;t;33.17;t;1;ddd;t;y;2000
0.04;t;32.0;t;0;ddd;f;y;2001
1.75;f;40.83;t;0;ccc;f;y;2002
0.125;t;59.67;t;0;ddd;f;y;2003
3.165;t;42.5;t;0;ddd;f;y;2004
0.0;f;28.08;t;0;ccc;f;y;2005
0.125;t;37.75;t;0;ccc;f;y;2006
8.665;f;53.92;t;5;ddd;t;y;2007
15.0;f;47.67;t;20;ddd;t;y;2008
0.835;f;23.25;t;0;ddd;f;y;2009
2.585;f;22.67;t;0;ddd;f;y;2010
14.415;t;54.58;t;11;ddd;t;y;2011
7.415;t;34.25;t;0;ddd;f;y;2012
2.0;t;27.58;t;3;ddd;t;y;2013
0.0;f;46.0;t;0;ccc;f;y;2014
4.0;f;60.92;t;4;ccc;t;y;2015
13.875;t;47.42;t;2;ccc;t;y;2016
4.25;t;37.33;t;12;ddd;t;y;2017
0.0;f;25.58;f;0;ccc;f;y;2018
1.585;f;20.42;t;1;ccc;t;y;2019
7.375;t;44.17;t;3;ccc;t;y;2020
5.375;t;34.75;t;9;ddd;t;y;2021
2.5;f;20.5;t;0;ddd;f;y;2022
2.25;t;22.67;f;0;ddd;f;y;2023
2.165;t;22.08;f;0;ddd;f;y;2024
4.58;f;42.83;t;0;ddd;f;y;2025
1.0;t;18.92;t;4;ccc;t;y;2026
0.165;f;20.67;t;3;ccc;t;y;2027
0.04;f;32.33;t;0;ccc;f;y;2028
5.335;f;28.92;t;11;ddd;t;y;2029
5.5;f;52.83;t;14;ccc;t;y;2030
2.085;f;20.67;t;5;ccc;t;y;2031
2.5;f;36.25;t;6;ddd;t;y;2032
1.0;f;20.33;t;4;ccc;t;y;2033
0.25;f;25.75;t;0;ddd;f;y;2034
0.585;f;28.17;t;4;ccc;t;y;2035
0.165;f;23.92;f;0;ddd;f;y;2036
8.0;t;56.0;t;0;ddd;f;y;2037
0.71;t;20.75;t;2;ccc;t;y;2038
4.0;t;30.5;t;7;ccc;t;y;2039
5.0;t;45.83;t;7;ccc;t;y;2040
3.5;t;39.0;t;10;ddd;t;y;2041
0.665;f;22.08;t;0;ddd;f;y;2042
4.75;f;28.25;t;2;ddd;t;y;2043
3.0;f;18.83;t;0;ccc;f;y;2044
2.5;t;28.67;t;5;ccc;t;y;2045
2.46;f;22.5;f;0;ccc;f;y;2046
6.5;f;;t;0;ddd;f;y;2047
2.54;f;28.5;t;1;ccc;t;y;2048
1.5;f;19.17;t;0;ddd;f;y;2049
2.5;f;21.5;t;3;ccc;t;y;2050
0.0;t;17.5;f;0;ddd;f;y;2051
5.25;f;26.67;t;1;ddd;t;y;2052
3.25;f;34.42;t;2;ddd;t;y;2053
0.0;t;73.42;t;0;ddd;f;y;2054
0.5;t;23.0;t;2;ccc;t;y;2055
1.085;t;23.08;t;11;ddd;t;y;2056
1.46;f;19.42;t;7;ddd;t;y;2057
0.835;t;23.33;t;0;ddd;f;y;2058
12.75;t;42.17;t;0;ddd;f;y;2059
1.5;f;21.25;f;0;ddd;f;y;2060
0.085;t;34.17;f;0;ddd;f;y;2061
7.875;t;47.75;t;6;ccc;t;y;2062
2.5;f;44.33;t;0;ccc;f;y;2063
6.5;f;39.5;t;16;ddd;t;y;2064
0.5;t;41.17;t;3;ccc;t;y;2065
4.335;f;29.92;t;0;ddd;f;y;2066
0.0;f;23.17;f;0;ddd;f;y;2067
4.5;f;35.17;t;7;ddd;t;y;2068
0.75;f;19.17;t;7;ccc;t;y;2069
6.29;f;52.5;t;15;ddd;t;y;2070
0.04;f;39.92;t;1;ddd;t;y;2071
3.0;t;21.33;t;0;ddd;f;y;2072
0.75;f;35.75;t;4;ccc;t;y;2073
13.0;t;67.75;t;1;ddd;t;y;2074
5.25;t;32.67;t;0;ddd;f;y;2075
7.585;t;49.5;t;15;ddd;t;y;2076
1.085;t;21.0;t;8;ddd;t;y;2077
0.96;t;28.25;t;3;ddd;t;y;2078
1.54;t;34.17;t;1;ddd;t;y;2079
6.04;f;31.92;t;3;ddd;t;y;2080
0.54;f;29.5;t;4;ccc;t;y;2081
0.085;f;23.17;t;0;ddd;f;y;2082
10.0;t;18.08;f;0;ccc;f;y;2083
1.835;f;24.75;t;19;ccc;t;y;2084
0.04;f;20.83;t;0;ccc;f;y;2085
4.165;t;28.0;t;2;ddd;t;y;2086
2.25;f;20.42;t;1;ddd;t;y;2087
5.665;f;28.67;t;6;ddd;t;y;2088
0.04;t;21.92;t;1;ddd;t;y;2089
6.0;f;43.25;t;11;ddd;t;y;2090
1.625;f;20.42;t;3;ddd;t;y;2091
5.125;f;42.0;t;0;ddd;f;y;2092
1.5;t;23.42;t;2;ccc;t;y;2093
0.875;f;25.17;t;0;ccc;f;y;2094
2.25;f;24.83;t;6;ddd;t;y;2095
4.75;f;24.5;t;2;;t;y;2096
1.5;t;37.5;f;0;ddd;f;y;2097
1.5;t;36.75;f;0;ddd;f;y;2098
1.5;t;28.25;t;8;ddd;t;y;2099
5.5;t;32.75;t;3;ddd;t;y;2100
1.0;f;17.83;t;11;ccc;t;y;2101
2.29;t;22.83;t;7;ccc;t;y;2102
1.75;t;13.75;t;2;ddd;t;y;2103
0.125;t;41.0;t;23;ccc;t;y;2104
2.125;t;23.08;t;11;ddd;t;y;2105
1.71;f;20.17;t;0;ddd;f;y;2106
2.29;t;50.08;t;3;ccc;t;y;2107
4.25;t;27.0;t;3;ddd;t;y;2108
2.5;f;38.17;t;6;ddd;t;y;2109
0.375;t;27.0;t;0;ddd;f;y;2110
7.0;f;41.17;t;8;ddd;t;y;2111
0.0;t;65.17;t;11;ccc;t;y;2112
0.0;f;37.58;f;0;ddd;f;y;2113
2.375;t;23.25;t;3;ddd;t;y;2114
0.29;f;21.83;t;6;ddd;t;y;2115
1.75;t;26.0;t;0;ddd;f;y;2116
1.335;t;31.67;t;8;ddd;t;y;2117
8.5;t;49.83;t;0;ccc;f;y;2118
6.5;f;47.42;t;6;ccc;t;y;2119
0.0;f;51.33;t;11;ddd;t;y;2120
0.75;f;18.92;t;2;ccc;t;y;2121
0.835;f;28.42;t;0;ccc;f;y;2122
1.25;t;56.75;t;4;ddd;t;y;2123
10.0;f;58.42;t;13;ccc;t;y;2124
16.0;f;48.33;t;0;ddd;f;y;2125
0.75;t;33.17;t;7;ddd;t;y;2126
2.585;f;22.42;t;7;ccc;t;y;2127
0.085;f;18.83;t;0;ccc;f;y;2128
0.25;f;48.58;t;11;ddd;t;y;2129
1.25;f;26.75;t;0;ddd;f;y;2130
17.5;t;64.08;t;9;ddd;t;y;2131
1.665;t;20.17;t;3;ddd;t;y;2132
1.21;t;25.67;t;67;ddd;t;y;2133
1.335;f;22.67;t;0;ddd;f;y;2134
7.0;f;31.33;t;16;ddd;t;y;2135
28.5;f;56.42;t;40;ddd;t;y;2136
1.5;t;24.75;t;12;ccc;t;y;2137
1.25;f;24.08;t;1;ccc;t;y;2138
11.0;t;28.33;t;0;ddd;f;y;2139
5.0;f;26.92;t;2;ccc;t;y;2140
5.75;t;27.67;t;0;ddd;f;y;2141
0.085;t;38.67;t;0;ddd;f;y;2142
1.085;f;32.17;t;16;ccc;t;y;2143
5.5;t;32.67;t;12;ddd;t;y;2144
12.5;f;48.75;t;9;ddd;t;y;2145
2.25;t;21.0;t;1;ddd;t;y;2146
15.5;f;48.17;t;12;ddd;t;y;2147
10.0;t;39.33;t;14;ddd;t;y;2148
0.25;t;25.08;t;0;ccc;f;y;2149
0.25;t;23.25;t;0;ddd;f;y;2150
2.0;f;30.67;t;1;ccc;t;y;2151
0.0;t;19.17;f;0;ddd;f;y;2152
1.0;f;20.08;f;1;;t;y;2153
9.0;t;36.67;t;0;ddd;f;y;2154
0.46;f;23.17;t;1;ddd;t;y;2155
1.5;f;15.83;t;2;ccc;t;y;2156
1.75;t;16.08;t;5;ddd;t;y;2157
5.165;t;47.0;t;9;ccc;t;y;2158
0.0;f;71.58;f;0;ccc;f;y;2159
0.5;f;21.25;t;4;ccc;t;y;2160
20.0;t;65.42;t;7;ddd;t;y;2161
2.0;t;20.5;t;11;ddd;t;y;2162
5.0;f;55.92;t;5;ddd;t;y;2163
0.0;t;34.92;t;0;ddd;f;y;2164
15.0;t;56.58;t;17;ddd;t;y;2165
1.0;f;25.17;t;3;ddd;t;y;2166
1.665;t;25.08;t;1;ddd;t;y;2167
14.0;t;57.83;t;6;ddd;t;y;2168
7.5;t;34.92;t;6;ddd;t;y;2169
4.25;f;33.58;t;6;ddd;t;y;2170
0.04;f;22.92;t;0;ccc;f;y;2171
1.5;f;24.5;t;0;ccc;f;y;2172
0.0;f;20.25;t;0;ddd;f;y;2173
1.5;f;18.5;t;2;ddd;t;y;2174
0.625;f;25.17;t;7;ddd;t;y;2175
5.0;t;44.33;t;0;ddd;f;y;2176
0.5;f;18.08;t;0;ddd;f;y;2177
11.0;t;60.58;t;0;ccc;f;y;2178
3.5;f;41.5;f;0;ddd;f;y;2179
0.875;t;25.75;t;0;ccc;f;y;2180
5.04;t;29.25;t;5;ddd;t;y;2181
2.0;f;36.0;t;11;ccc;t;y;2182
3.0;f;31.67;t;9;ddd;t;y;2183
18.0;t;60.08;t;15;ddd;t;y;2184
2.0;f;22.33;t;1;ddd;t;y;2185
3.5;f;40.0;t;1;ddd;t;y;2186
1.625;t;35.17;t;1;ddd;t;y;2187
15.0;f;41.33;t;0;ddd;f;y;2188
0.335;t;20.75;t;1;ccc;t;y;2189
2.5;t;32.08;t;0;ddd;f;y;2190
5.0;t;;t;3;ddd;t;y;2191
1.875;f;23.92;t;6;ddd;t;y;2192
3.17;f;23.25;t;10;ccc;t;y;2193
0.415;t;46.67;t;11;ccc;t;y;2194
3.5;f;25.0;t;6;ccc;t;y;2195
0.25;f;25.5;t;3;ddd;t;y;2196
2.71;f;18.75;t;5;ccc;t;y;2197
8.5;t;23.5;t;5;ccc;t;y;2198
4.5;t;34.17;t;12;ddd;t;y;2199
3.75;t;27.83;t;5;ddd;t;y;2200
5.0;t;36.75;t;0;ccc;f;y;2201
2.75;f;47.25;t;1;ccc;t;y;2202
0.375;f;33.67;f;0;ccc;f;y;2203
14.0;t;45.0;t;1;ddd;t;y;2204
6.5;t;33.17;t;0;ddd;f;y;2205
1.04;t;25.0;t;0;ccc;f;y;2206
1.0;t;26.67;t;5;ddd;t;y;2207
0.125;t;48.5;t;0;ddd;f;y;2208
0.04;t;37.42;t;0;ddd;f;y;2209
0.21;f;18.0;f;0;ddd;f;y;2210
0.0;f;56.5;t;15;ccc;t;y;2211
1.46;t;25.75;t;5;ddd;t;y;2212
0.415;t;22.58;t;5;ccc;t;y;2213
2.04;t;33.17;t;1;ddd;t;y;2214
0.04;t;32.0;t;0;ddd;f;y;2215
1.75;f;40.83;t;0;ccc;f;y;2216
0.125;t;59.67;t;0;ddd;f;y;2217
3.165;t;42.5;t;0;ddd;f;y;2218
0.0;f;28.08;t;0;ccc;f;y;2219
0.125;t;37.75;t;0;ccc;f;y;2220
8.665;f;53.92;t;5;ddd;t;y;2221
15.0;f;47.67;t;20;ddd;t;y;2222
0.835;f;23.25;t;0;ddd;f;y;2223
2.585;f;22.67;t;0;ddd;f;y;2224
14.415;t;54.58;t;11;ddd;t;y;2225
7.415;t;34.25;t;0;ddd;f;y;2226
2.0;t;27.58;t;3;ddd;t;y;2227
0.0;f;46.0;t;0;ccc;f;y;2228
4.0;f;60.92;t;4;ccc;t;y;2229
13.875;t;47.42;t;2;ccc;t;y;2230
4.25;t;37.33;t;12;ddd;t;y;2231
0.0;f;25.58;f;0;ccc;f;y;2232
1.585;f;20.42;t;1;ccc;t;y;2233
7.375;t;44.17;t;3;ccc;t;y;2234
5.375;t;34.75;t;9;ddd;t;y;2235
2.5;f;20.5;t;0;ddd;f;y;2236
2.25;t;22.67;f;0;ddd;f;y;2237
2.165;t;22.08;f;0;ddd;f;y;2238
4.58;f;42.83;t;0;ddd;f;y;2239
1.0;t;18.92;t;4;ccc;t;y;2240
0.165;f;20.67;t;3;ccc;t;y;2241
0.04;f;32.33;t;0;ccc;f;y;2242
5.335;f;28.92;t;11;ddd;t;y;2243
5.5;f;52.83;t;14;ccc;t;y;2244
2.085;f;20.67;t;5;ccc;t;y;2245
2.5;f;36.25;t;6;ddd;t;y;2246
1.0;f;20.33;t;4;ccc;t;y;2247
0.25;f;25.75;t;0;ddd;f;y;2248
0.585;f;28.17;t;4;ccc;t;y;2249
0.165;f;23.92;f;0;ddd;f;y;2250
8.0;t;56.0;t;0;ddd;f;y;2251
0.71;t;20.75;t;2;ccc;t;y;2252
4.0;t;30.5;t;7;ccc;t;y;2253
5.0;t;45.83;t;7;ccc;t;y;2254
3.5;t;39.0;t;10;ddd;t;y;2255
0.665;f;22.08;t;0;ddd;f;y;2256
4.75;f;28.25;t;2;ddd;t;y;2257
3.0;f;18.83;t;0;ccc;f;y;2258
2.5;t;28.67;t;5;ccc;t;y;2259
2.46;f;22.5;f;0;ccc;f;y;2260
6.5;f;;t;0;ddd;f;y;2261
2.54;f;28.5;t;1;ccc;t;y;2262
1.5;f;19.17;t;0;ddd;f;y;2263
2.5;f;21.5;t;3;ccc;t;y;2264
0.0;t;17.5;f;0;ddd;f;y;2265
5.25;f;26.67;t;1;ddd;t;y;2266
3.25;f;34.42;t;2;ddd;t;y;2267
0.0;t;73.42;t;0;ddd;f;y;2268
0.5;t;23.0;t;2;ccc;t;y;2269
1.085;t;23.08;t;11;ddd;t;y;2270
1.46;f;19.42;t;7;ddd;t;y;2271
0.835;t;23.33;t;0;ddd;f;y;2272
12.75;t;42.17;t;0;ddd;f;y;2273
1.5;f;21.25;f;0;ddd;f;y;2274
0.085;t;34.17;f;0;ddd;f;y;2275
7.875;t;47.75;t;6;ccc;t;y;2276
2.5;f;44.33;t;0;ccc;f;y;2277
