BIB;COD;ERG;FAN;GJAH;LUK;MYR;NUS;PKD;RAS;id
68;iii;www;80.0;iii;2954.0;yyy;800000.0;jjj;t;3127
108;iii;aaa;160.0;rrr;300.0;yyy;1600000.0;xxx;;3128
55;iii;www;92.0;iii;0.0;sss;920000.0;jjj;;3129
12;iii;www;150.0;iii;8.0;yyy;1500000.0;xxx;;3130
58;iii;www;290.0;iii;6.0;yyy;2900000.0;xxx;;3131
177;iii;www;0.0;iii;1260.0;eee;0.0;xxx;t;3132
1;iii;www;0.0;iii;0.0;eee;0.0;xxx;;3133
46;iii;www;117.0;iii;1210.0;eee;1170000.0;ff;t;3134
68;iii;www;145.0;iii;0.0;sss;1450000.0;xxx;;3135
18;iii;www;260.0;iii;200.0;eee;2600000.0;jjj;f;3136
1;rrr;;;;0.0;;;;f;3137
27;iii;www;150.0;iii;1270.0;mmm;1500000.0;xxx;t;3138
81;iii;www;96.0;iii;0.0;ee;960000.0;jjj;;3139
68;iii;www;0.0;iii;11202.0;mmm;0.0;xxx;t;3140
67;iii;www;200.0;iii;300.0;sss;2000000.0;xxx;t;3141
98;iii;www;0.0;iii;0.0;eee;0.0;xxx;;3142
178;iii;www;0.0;iii;1583.0;ee;0.0;xxx;t;3143
60;iii;www;0.0;iii;0.0;ggg;0.0;bbb;t;3144
179;iii;aaa;154.0;rrr;0.0;yyy;1540000.0;jjj;f;3145
75;iii;www;0.0;iii;5000.0;kkk;0.0;ff;t;3146
155;iii;aaa;160.0;rrr;1.0;fff;1600000.0;xxx;t;3147
176;iii;www;396.0;iii;0.0;ooo;3960000.0;xxx;t;3148
13;iii;www;520.0;iii;50000.0;ee;5200000.0;xxx;;3149
48;iii;www;311.0;iii;300.0;ee;3110000.0;jjj;;3150
157;iii;www;380.0;iii;500.0;mmm;3800000.0;xxx;;3151
1;iii;www;0.0;iii;0.0;ee;0.0;xxx;f;3152
154;uuu;nnn;300.0;ii;0.0;ee;3000000.0;hh;f;3153
155;iii;www;0.0;iii;500.0;sss;0.0;jjj;;3154
155;iii;www;100.0;iii;0.0;ee;1000000.0;xxx;f;3155
152;iii;www;181.0;iii;0.0;mmm;1810000.0;jjj;;3156
18;iii;www;100.0;iii;150.0;eee;1000000.0;xxx;;3157
84;iii;www;381.0;iii;168.0;sss;3810000.0;jjj;t;3158
160;iii;aaa;840.0;rrr;59.0;zzz;8400000.0;xxx;t;3159
155;iii;www;80.0;iii;0.0;sss;800000.0;jjj;;3160
173;iii;www;200.0;iii;1391.0;eee;2000000.0;xxx;;3161
148;iii;www;400.0;iii;0.0;kkk;4000000.0;jjj;;3162
172;iii;aaa;80.0;rrr;400.0;sss;800000.0;xxx;;3163
33;iii;www;360.0;iii;0.0;zzz;3600000.0;jjj;;3164
31;iii;www;;iii;600.0;eee;;xxx;;3165
116;iii;www;73.0;iii;444.0;eee;730000.0;ff;;3166
5;iii;aaa;431.0;rrr;0.0;fff;4310000.0;xxx;;3167
144;iii;aaa;232.0;rrr;113.0;eee;2320000.0;xxx;f;3168
55;iii;aaa;144.0;rrr;7.0;eee;1440000.0;ff;t;3169
12;iii;www;0.0;iii;0.0;ee;0.0;jjj;t;3170
101;iii;www;0.0;iii;3000.0;zzz;0.0;jjj;;3171
24;iii;www;140.0;iii;2384.0;sss;1400000.0;jjj;t;3172
158;iii;aaa;120.0;rrr;1000.0;yyy;1200000.0;xxx;;3173
19;iii;aaa;455.0;rrr;1236.0;sss;4550000.0;jjj;;3174
106;iii;www;290.0;iii;284.0;yyy;2900000.0;jjj;;3175
61;uuu;www;120.0;iii;0.0;yyy;1200000.0;xxx;;3176
115;iii;www;156.0;iii;0.0;ee;1560000.0;xxx;;3177
171;iii;www;312.0;iii;150.0;eee;3120000.0;jjj;t;3178
93;iii;www;520.0;iii;196.0;zzz;5200000.0;xxx;t;3179
12;iii;aaa;260.0;rrr;1065.0;yyy;2600000.0;xxx;;3180
43;iii;www;320.0;iii;0.0;ee;3200000.0;jjj;t;3181
123;iii;www;0.0;iii;1400.0;hh;0.0;hh;;3182
1;rrr;;;;0.0;;;;;3183
12;iii;www;0.0;iii;582.0;sss;0.0;xxx;;3184
101;iii;www;121.0;iii;0.0;zzz;1210000.0;xxx;;3185
147;iii;www;280.0;iii;0.0;sss;2800000.0;xxx;;3186
175;iii;www;303.0;iii;3290.0;zzz;3030000.0;xxx;t;3187
120;iii;www;0.0;iii;0.0;mmm;0.0;jjj;;3188
177;iii;www;375.0;iii;51100.0;ggg;3750000.0;ff;t;3189
91;iii;www;0.0;iii;1249.0;kkk;0.0;ff;;3190
179;iii;www;88.0;iii;591.0;ee;880000.0;xxx;;3191
40;uuu;www;280.0;iii;0.0;yyy;2800000.0;xxx;f;3192
112;iii;www;200.0;iii;0.0;ooo;2000000.0;xxx;;3193
138;iii;www;0.0;iii;6700.0;kkk;0.0;ff;;3194
110;uuu;www;110.0;iii;0.0;ooo;1100000.0;xxx;f;3195
147;iii;www;340.0;iii;4071.0;zzz;3400000.0;xxx;;3196
62;iii;www;129.0;iii;3257.0;sss;1290000.0;xxx;t;3197
87;iii;www;100.0;iii;0.0;ee;1000000.0;xxx;;3198
148;iii;aaa;380.0;rrr;2732.0;mmm;3800000.0;xxx;;3199
5;iii;www;0.0;iii;5298.0;zzz;0.0;jjj;f;3200
137;iii;www;0.0;iii;1000.0;zzz;0.0;jjj;t;3201
83;iii;www;40.0;iii;28.0;eee;400000.0;xxx;;3202
114;iii;www;140.0;iii;258.0;ee;1400000.0;xxx;;3203
98;iii;www;100.0;iii;0.0;sss;1000000.0;jjj;;3204
136;iii;www;0.0;iii;5000.0;eee;0.0;xxx;t;3205
143;iii;aaa;0.0;rrr;15.0;eee;0.0;xxx;t;3206
114;iii;www;120.0;iii;567.0;ee;1200000.0;xxx;;3207
164;iii;www;0.0;iii;678.0;sss;0.0;jjj;;3208
163;iii;www;70.0;iii;0.0;yyy;700000.0;xxx;f;3209
119;iii;www;0.0;iii;5000.0;sss;0.0;jjj;;3210
122;iii;www;487.0;iii;500.0;yyy;4870000.0;xxx;;3211
149;iii;www;280.0;iii;0.0;mmm;2800000.0;xxx;f;3212
11;iii;www;120.0;iii;2079.0;yyy;1200000.0;xxx;;3213
60;iii;www;408.0;iii;1000.0;sss;4080000.0;jjj;t;3214
80;iii;www;181.0;iii;1655.0;eee;1810000.0;jjj;t;3215
53;iii;aaa;80.0;rrr;300.0;yyy;800000.0;xxx;;3216
76;iii;www;0.0;iii;790.0;yyy;0.0;jjj;;3217
65;iii;www;399.0;iii;0.0;ee;3990000.0;jjj;t;3218
28;iii;aaa;370.0;rrr;0.0;ee;3700000.0;xxx;;3219
158;iii;www;160.0;iii;0.0;eee;1600000.0;ff;;3220
110;iii;www;220.0;iii;19.0;eee;2200000.0;xxx;;3221
1;uuu;aaa;500.0;rrr;1.0;ooo;5000000.0;ff;;3222
144;iii;www;240.0;iii;768.0;sss;2400000.0;xxx;t;3223
37;iii;www;102.0;iii;639.0;sss;1020000.0;jjj;;3224
103;iii;www;100.0;iii;0.0;zzz;1000000.0;jjj;t;3225
161;iii;www;100.0;iii;0.0;eee;1000000.0;jjj;t;3226
171;iii;www;352.0;iii;690.0;eee;3520000.0;xxx;t;3227
118;iii;www;0.0;iii;0.0;kkk;0.0;ff;t;3228
1;rrr;;;;0.0;;;;;3229
25;uuu;www;80.0;iii;0.0;kkk;800000.0;ff;;3230
101;iii;www;22.0;iii;0.0;ggg;220000.0;bbb;;3231
26;iii;www;200.0;iii;3000.0;eee;2000000.0;xxx;;3232
106;iii;www;0.0;iii;8851.0;hh;0.0;hh;;3233
27;iii;www;239.0;iii;200.0;yyy;2390000.0;xxx;f;3234
134;iii;www;0.0;iii;0.0;fff;0.0;ff;t;3235
168;iii;www;0.0;iii;0.0;eee;0.0;xxx;;3236
16;iii;www;395.0;iii;20.0;zzz;3950000.0;xxx;;3237
71;iii;www;360.0;iii;1332.0;ooo;3600000.0;xxx;;3238
163;iii;www;0.0;iii;1000.0;zzz;0.0;jjj;;3239
31;iii;www;204.0;iii;0.0;ooo;2040000.0;xxx;;3240
107;iii;www;80.0;iii;1349.0;ee;800000.0;xxx;;3241
164;iii;www;280.0;iii;824.0;sss;2800000.0;jjj;;3242
90;iii;www;0.0;iii;0.0;ggg;0.0;ff;;3243
152;iii;www;120.0;iii;300.0;kkk;1200000.0;xxx;;3244
40;iii;www;0.0;iii;7059.0;ee;0.0;xxx;t;3245
164;iii;www;320.0;iii;0.0;kkk;3200000.0;jjj;;3246
60;iii;www;80.0;iii;0.0;mmm;800000.0;xxx;;3247
131;iii;www;21.0;iii;10561.0;sss;210000.0;xxx;;3248
13;iii;www;216.0;iii;0.0;kkk;2160000.0;ff;;3249
164;iii;www;491.0;iii;0.0;eee;4910000.0;jjj;;3250
126;iii;www;168.0;iii;0.0;ee;1680000.0;xxx;t;3251
147;iii;www;0.0;iii;456.0;eee;0.0;xxx;t;3252
130;iii;www;250.0;iii;730.0;fff;2500000.0;xxx;t;3253
124;iii;www;0.0;iii;1000.0;hh;0.0;hh;t;3254
101;iii;www;80.0;iii;278.0;yyy;800000.0;xxx;;3255
68;iii;www;0.0;iii;500.0;ee;0.0;ff;;3256
140;iii;www;515.0;iii;500.0;zzz;5150000.0;jjj;;3257
1;iii;www;0.0;iii;0.0;eee;0.0;ff;;3258
97;iii;www;80.0;iii;50.0;ee;800000.0;jjj;t;3259
158;iii;www;360.0;iii;0.0;ooo;3600000.0;xxx;;3260
158;iii;www;290.0;iii;2279.0;zzz;2900000.0;xxx;t;3261
12;iii;www;200.0;iii;327.0;fff;2000000.0;jjj;t;3262
65;iii;www;120.0;iii;245.0;sss;1200000.0;xxx;;3263
157;iii;www;440.0;iii;6.0;ee;4400000.0;jjj;;3264
113;iii;www;400.0;iii;458.0;ee;4000000.0;jjj;t;3265
154;iii;www;260.0;iii;15108.0;ooo;2600000.0;xxx;t;3266
74;iii;www;;iii;26726.0;sss;;xxx;t;3267
179;iii;www;120.0;iii;0.0;sss;1200000.0;xxx;t;3268
82;iii;www;0.0;iii;221.0;eee;0.0;xxx;;3269
13;iii;www;100.0;iii;3.0;yyy;1000000.0;xxx;;3270
57;iii;www;0.0;iii;4000.0;ggg;0.0;xxx;f;3271
171;iii;www;333.0;iii;892.0;sss;3330000.0;jjj;;3272
154;iii;www;300.0;iii;44.0;ee;3000000.0;xxx;;3273
80;iii;www;88.0;iii;2000.0;ee;880000.0;jjj;t;3274
2;iii;www;164.0;iii;31285.0;ttt;1640000.0;jjj;;3275
176;iii;www;160.0;iii;5860.0;zzz;1600000.0;jjj;f;3276
17;iii;aaa;160.0;rrr;5777.0;eee;1600000.0;xxx;;3277
46;iii;www;225.0;iii;0.0;ooo;2250000.0;xxx;;3278
19;iii;www;400.0;iii;5800.0;yyy;4000000.0;xxx;;3279
145;iii;www;200.0;iii;40.0;sss;2000000.0;ppp;f;3280
129;iii;www;0.0;iii;247.0;lll;0.0;hh;t;3281
164;iii;www;312.0;iii;0.0;eee;3120000.0;xxx;t;3282
99;iii;www;0.0;iii;560.0;sss;0.0;xxx;;3283
34;iii;aaa;180.0;rrr;18027.0;eee;1800000.0;jjj;t;3284
17;iii;aaa;393.0;rrr;0.0;ggg;3930000.0;jjj;;3285
91;iii;www;29.0;iii;837.0;sss;290000.0;jjj;;3286
13;iii;www;260.0;iii;0.0;sss;2600000.0;xxx;f;3287
54;iii;aaa;52.0;rrr;1442.0;yyy;520000.0;xxx;;3288
127;iii;aaa;0.0;rrr;13212.0;ggg;0.0;bbb;;3289
60;iii;www;228.0;iii;0.0;sss;2280000.0;xxx;f;3290
88;iii;www;0.0;iii;0.0;ggg;0.0;xxx;;3291
151;iii;www;0.0;iii;15000.0;eee;0.0;ff;t;3292
147;uuu;www;300.0;iii;0.0;eee;3000000.0;xxx;f;3293
28;iii;aaa;0.0;rrr;0.0;eee;0.0;jjj;f;3294
85;iii;www;30.0;iii;300.0;hh;300000.0;hh;;3295
155;iii;www;0.0;iii;0.0;ee;0.0;jjj;;3296
19;iii;aaa;370.0;rrr;560.0;ee;3700000.0;xxx;;3297
158;iii;www;100.0;iii;960.0;lll;1000000.0;lll;;3298
163;iii;www;0.0;iii;99.0;ee;0.0;xxx;t;3299
155;iii;www;519.0;iii;1704.0;zzz;5190000.0;xxx;;3300
68;iii;www;93.0;iii;0.0;ooo;930000.0;jjj;;3301
1;rrr;;;;0.0;;;;;3302
174;iii;www;0.0;iii;0.0;sss;0.0;xxx;t;3303
69;iii;www;0.0;iii;0.0;sss;0.0;xxx;t;3304
127;iii;www;0.0;iii;134.0;ttt;0.0;ppp;;3305
91;uuu;aaa;40.0;rrr;0.0;eee;400000.0;xxx;;3306
145;uuu;www;0.0;iii;0.0;eee;0.0;lll;;3307
175;iii;www;128.0;iii;0.0;eee;1280000.0;jjj;;3308
51;uuu;www;0.0;iii;0.0;sss;0.0;xxx;;3309
83;iii;aaa;80.0;rrr;500.0;eee;800000.0;xxx;t;3310
155;iii;www;100.0;iii;6.0;sss;1000000.0;xxx;;3311
160;iii;www;440.0;iii;11177.0;ee;4400000.0;xxx;f;3312
127;iii;www;0.0;iii;2283.0;eee;0.0;jjj;;3313
127;iii;www;0.0;iii;2200.0;eee;0.0;xxx;;3314
18;iii;www;220.0;iii;2503.0;sss;2200000.0;xxx;;3315
163;iii;www;0.0;iii;367.0;eee;0.0;ff;;3316
91;iii;www;50.0;iii;1465.0;eee;500000.0;jjj;;3317
171;iii;www;349.0;iii;23.0;eee;3490000.0;ff;f;3318
154;iii;www;80.0;iii;0.0;sss;800000.0;xxx;t;3319
166;iii;www;100.0;iii;0.0;eee;1000000.0;xxx;;3320
114;iii;www;24.0;iii;2028.0;mmm;240000.0;jjj;;3321
95;iii;www;49.0;iii;0.0;sss;490000.0;xxx;t;3322
68;iii;www;0.0;iii;3065.0;eee;0.0;ff;t;3323
98;iii;www;0.0;iii;0.0;sss;0.0;xxx;t;3324
163;iii;www;0.0;iii;0.0;ee;0.0;xxx;t;3325
101;iii;www;100.0;iii;0.0;ee;1000000.0;xxx;;3326
57;iii;www;420.0;iii;7.0;zzz;4200000.0;xxx;;3327
47;iii;aaa;240.0;rrr;0.0;eee;2400000.0;jjj;f;3328
2;iii;www;300.0;iii;1430.0;eee;3000000.0;xxx;;3329
79;iii;aaa;164.0;rrr;0.0;zzz;1640000.0;xxx;f;3330
98;iii;www;0.0;iii;0.0;zzz;0.0;xxx;f;3331
34;iii;aaa;70.0;rrr;0.0;zzz;700000.0;jjj;;3332
86;iii;www;120.0;iii;2206.0;yyy;1200000.0;xxx;;3333
168;iii;www;80.0;iii;918.0;ee;800000.0;xxx;t;3334
139;rrr;nnn;450.0;ii;100000.0;hh;4500000.0;qqq;f;3335
30;iii;aaa;211.0;rrr;0.0;ee;2110000.0;xxx;;3336
46;iii;www;274.0;iii;610.0;kkk;2740000.0;ff;t;3337
132;iii;www;0.0;iii;0.0;hh;0.0;hh;f;3338
109;iii;www;300.0;iii;551.0;zzz;3000000.0;jjj;;3339
27;iii;www;60.0;iii;2184.0;eee;600000.0;xxx;;3340
68;iii;www;80.0;iii;2954.0;yyy;800000.0;jjj;t;3341
108;iii;aaa;160.0;rrr;300.0;yyy;1600000.0;xxx;;3342
55;iii;www;92.0;iii;0.0;sss;920000.0;jjj;;3343
12;iii;www;150.0;iii;8.0;yyy;1500000.0;xxx;;3344
58;iii;www;290.0;iii;6.0;yyy;2900000.0;xxx;;3345
177;iii;www;0.0;iii;1260.0;eee;0.0;xxx;t;3346
1;iii;www;0.0;iii;0.0;eee;0.0;xxx;;3347
46;iii;www;117.0;iii;1210.0;eee;1170000.0;ff;t;3348
68;iii;www;145.0;iii;0.0;sss;1450000.0;xxx;;3349
18;iii;www;260.0;iii;200.0;eee;2600000.0;jjj;f;3350
1;rrr;;;;0.0;;;;f;3351
27;iii;www;150.0;iii;1270.0;mmm;1500000.0;xxx;t;3352
81;iii;www;96.0;iii;0.0;ee;960000.0;jjj;;3353
68;iii;www;0.0;iii;11202.0;mmm;0.0;xxx;t;3354
67;iii;www;200.0;iii;300.0;sss;2000000.0;xxx;t;3355
98;iii;www;0.0;iii;0.0;eee;0.0;xxx;;3356
178;iii;www;0.0;iii;1583.0;ee;0.0;xxx;t;3357
60;iii;www;0.0;iii;0.0;ggg;0.0;bbb;t;3358
179;iii;aaa;154.0;rrr;0.0;yyy;1540000.0;jjj;f;3359
75;iii;www;0.0;iii;5000.0;kkk;0.0;ff;t;3360
155;iii;aaa;160.0;rrr;1.0;fff;1600000.0;xxx;t;3361
176;iii;www;396.0;iii;0.0;ooo;3960000.0;xxx;t;3362
13;iii;www;520.0;iii;50000.0;ee;5200000.0;xxx;;3363
48;iii;www;311.0;iii;300.0;ee;3110000.0;jjj;;3364
157;iii;www;380.0;iii;500.0;mmm;3800000.0;xxx;;3365
1;iii;www;0.0;iii;0.0;ee;0.0;xxx;f;3366
154;uuu;nnn;300.0;ii;0.0;ee;3000000.0;hh;f;3367
155;iii;www;0.0;iii;500.0;sss;0.0;jjj;;3368
155;iii;www;100.0;iii;0.0;ee;1000000.0;xxx;f;3369
152;iii;www;181.0;iii;0.0;mmm;1810000.0;jjj;;3370
18;iii;www;100.0;iii;150.0;eee;1000000.0;xxx;;3371
84;iii;www;381.0;iii;168.0;sss;3810000.0;jjj;t;3372
160;iii;aaa;840.0;rrr;59.0;zzz;8400000.0;xxx;t;3373
155;iii;www;80.0;iii;0.0;sss;800000.0;jjj;;3374
173;iii;www;200.0;iii;1391.0;eee;2000000.0;xxx;;3375
148;iii;www;400.0;iii;0.0;kkk;4000000.0;jjj;;3376
172;iii;aaa;80.0;rrr;400.0;sss;800000.0;xxx;;3377
33;iii;www;360.0;iii;0.0;zzz;3600000.0;jjj;;3378
31;iii;www;;iii;600.0;eee;;xxx;;3379
116;iii;www;73.0;iii;444.0;eee;730000.0;ff;;3380
5;iii;aaa;431.0;rrr;0.0;fff;4310000.0;xxx;;3381
144;iii;aaa;232.0;rrr;113.0;eee;2320000.0;xxx;f;3382
55;iii;aaa;144.0;rrr;7.0;eee;1440000.0;ff;t;3383
12;iii;www;0.0;iii;0.0;ee;0.0;jjj;t;3384
101;iii;www;0.0;iii;3000.0;zzz;0.0;jjj;;3385
24;iii;www;140.0;iii;2384.0;sss;1400000.0;jjj;t;3386
158;iii;aaa;120.0;rrr;1000.0;yyy;1200000.0;xxx;;3387
19;iii;aaa;455.0;rrr;1236.0;sss;4550000.0;jjj;;3388
106;iii;www;290.0;iii;284.0;yyy;2900000.0;jjj;;3389
61;uuu;www;120.0;iii;0.0;yyy;1200000.0;xxx;;3390
115;iii;www;156.0;iii;0.0;ee;1560000.0;xxx;;3391
171;iii;www;312.0;iii;150.0;eee;3120000.0;jjj;t;3392
93;iii;www;520.0;iii;196.0;zzz;5200000.0;xxx;t;3393
12;iii;aaa;260.0;rrr;1065.0;yyy;2600000.0;xxx;;3394
43;iii;www;320.0;iii;0.0;ee;3200000.0;jjj;t;3395
123;iii;www;0.0;iii;1400.0;hh;0.0;hh;;3396
1;rrr;;;;0.0;;;;;3397
12;iii;www;0.0;iii;582.0;sss;0.0;xxx;;3398
101;iii;www;121.0;iii;0.0;zzz;1210000.0;xxx;;3399
147;iii;www;280.0;iii;0.0;sss;2800000.0;xxx;;3400
175;iii;www;303.0;iii;3290.0;zzz;3030000.0;xxx;t;3401
120;iii;www;0.0;iii;0.0;mmm;0.0;jjj;;3402
177;iii;www;375.0;iii;51100.0;ggg;3750000.0;ff;t;3403
91;iii;www;0.0;iii;1249.0;kkk;0.0;ff;;3404
179;iii;www;88.0;iii;591.0;ee;880000.0;xxx;;3405
40;uuu;www;280.0;iii;0.0;yyy;2800000.0;xxx;f;3406
112;iii;www;200.0;iii;0.0;ooo;2000000.0;xxx;;3407
138;iii;www;0.0;iii;6700.0;kkk;0.0;ff;;3408
110;uuu;www;110.0;iii;0.0;ooo;1100000.0;xxx;f;3409
147;iii;www;340.0;iii;4071.0;zzz;3400000.0;xxx;;3410
62;iii;www;129.0;iii;3257.0;sss;1290000.0;xxx;t;3411
87;iii;www;100.0;iii;0.0;ee;1000000.0;xxx;;3412
148;iii;aaa;380.0;rrr;2732.0;mmm;3800000.0;xxx;;3413
5;iii;www;0.0;iii;5298.0;zzz;0.0;jjj;f;3414
137;iii;www;0.0;iii;1000.0;zzz;0.0;jjj;t;3415
83;iii;www;40.0;iii;28.0;eee;400000.0;xxx;;3416
114;iii;www;140.0;iii;258.0;ee;1400000.0;xxx;;3417
98;iii;www;100.0;iii;0.0;sss;1000000.0;jjj;;3418
136;iii;www;0.0;iii;5000.0;eee;0.0;xxx;t;3419
143;iii;aaa;0.0;rrr;15.0;eee;0.0;xxx;t;3420
114;iii;www;120.0;iii;567.0;ee;1200000.0;xxx;;3421
164;iii;www;0.0;iii;678.0;sss;0.0;jjj;;3422
163;iii;www;70.0;iii;0.0;yyy;700000.0;xxx;f;3423
119;iii;www;0.0;iii;5000.0;sss;0.0;jjj;;3424
122;iii;www;487.0;iii;500.0;yyy;4870000.0;xxx;;3425
149;iii;www;280.0;iii;0.0;mmm;2800000.0;xxx;f;3426
11;iii;www;120.0;iii;2079.0;yyy;1200000.0;xxx;;3427
60;iii;www;408.0;iii;1000.0;sss;4080000.0;jjj;t;3428
80;iii;www;181.0;iii;1655.0;eee;1810000.0;jjj;t;3429
53;iii;aaa;80.0;rrr;300.0;yyy;800000.0;xxx;;3430
76;iii;www;0.0;iii;790.0;yyy;0.0;jjj;;3431
65;iii;www;399.0;iii;0.0;ee;3990000.0;jjj;t;3432
28;iii;aaa;370.0;rrr;0.0;ee;3700000.0;xxx;;3433
158;iii;www;160.0;iii;0.0;eee;1600000.0;ff;;3434
110;iii;www;220.0;iii;19.0;eee;2200000.0;xxx;;3435
1;uuu;aaa;500.0;rrr;1.0;ooo;5000000.0;ff;;3436
144;iii;www;240.0;iii;768.0;sss;2400000.0;xxx;t;3437
37;iii;www;102.0;iii;639.0;sss;1020000.0;jjj;;3438
103;iii;www;100.0;iii;0.0;zzz;1000000.0;jjj;t;3439
161;iii;www;100.0;iii;0.0;eee;1000000.0;jjj;t;3440
171;iii;www;352.0;iii;690.0;eee;3520000.0;xxx;t;3441
118;iii;www;0.0;iii;0.0;kkk;0.0;ff;t;3442
1;rrr;;;;0.0;;;;;3443
25;uuu;www;80.0;iii;0.0;kkk;800000.0;ff;;3444
101;iii;www;22.0;iii;0.0;ggg;220000.0;bbb;;3445
26;iii;www;200.0;iii;3000.0;eee;2000000.0;xxx;;3446
106;iii;www;0.0;iii;8851.0;hh;0.0;hh;;3447
27;iii;www;239.0;iii;200.0;yyy;2390000.0;xxx;f;3448
134;iii;www;0.0;iii;0.0;fff;0.0;ff;t;3449
168;iii;www;0.0;iii;0.0;eee;0.0;xxx;;3450
16;iii;www;395.0;iii;20.0;zzz;3950000.0;xxx;;3451
71;iii;www;360.0;iii;1332.0;ooo;3600000.0;xxx;;3452
163;iii;www;0.0;iii;1000.0;zzz;0.0;jjj;;3453
31;iii;www;204.0;iii;0.0;ooo;2040000.0;xxx;;3454
107;iii;www;80.0;iii;1349.0;ee;800000.0;xxx;;3455
164;iii;www;280.0;iii;824.0;sss;2800000.0;jjj;;3456
90;iii;www;0.0;iii;0.0;ggg;0.0;ff;;3457
152;iii;www;120.0;iii;300.0;kkk;1200000.0;xxx;;3458
40;iii;www;0.0;iii;7059.0;ee;0.0;xxx;t;3459
164;iii;www;320.0;iii;0.0;kkk;3200000.0;jjj;;3460
60;iii;www;80.0;iii;0.0;mmm;800000.0;xxx;;3461
131;iii;www;21.0;iii;10561.0;sss;210000.0;xxx;;3462
13;iii;www;216.0;iii;0.0;kkk;2160000.0;ff;;3463
164;iii;www;491.0;iii;0.0;eee;4910000.0;jjj;;3464
126;iii;www;168.0;iii;0.0;ee;1680000.0;xxx;t;3465
147;iii;www;0.0;iii;456.0;eee;0.0;xxx;t;3466
130;iii;www;250.0;iii;730.0;fff;2500000.0;xxx;t;3467
124;iii;www;0.0;iii;1000.0;hh;0.0;hh;t;3468
101;iii;www;80.0;iii;278.0;yyy;800000.0;xxx;;3469
68;iii;www;0.0;iii;500.0;ee;0.0;ff;;3470
140;iii;www;515.0;iii;500.0;zzz;5150000.0;jjj;;3471
1;iii;www;0.0;iii;0.0;eee;0.0;ff;;3472
97;iii;www;80.0;iii;50.0;ee;800000.0;jjj;t;3473
158;iii;www;360.0;iii;0.0;ooo;3600000.0;xxx;;3474
158;iii;www;290.0;iii;2279.0;zzz;2900000.0;xxx;t;3475
12;iii;www;200.0;iii;327.0;fff;2000000.0;jjj;t;3476
65;iii;www;120.0;iii;245.0;sss;1200000.0;xxx;;3477
157;iii;www;440.0;iii;6.0;ee;4400000.0;jjj;;3478
113;iii;www;400.0;iii;458.0;ee;4000000.0;jjj;t;3479
154;iii;www;260.0;iii;15108.0;ooo;2600000.0;xxx;t;3480
74;iii;www;;iii;26726.0;sss;;xxx;t;3481
179;iii;www;120.0;iii;0.0;sss;1200000.0;xxx;t;3482
82;iii;www;0.0;iii;221.0;eee;0.0;xxx;;3483
13;iii;www;100.0;iii;3.0;yyy;1000000.0;xxx;;3484
57;iii;www;0.0;iii;4000.0;ggg;0.0;xxx;f;3485
171;iii;www;333.0;iii;892.0;sss;3330000.0;jjj;;3486
154;iii;www;300.0;iii;44.0;ee;3000000.0;xxx;;3487
80;iii;www;88.0;iii;2000.0;ee;880000.0;jjj;t;3488
2;iii;www;164.0;iii;31285.0;ttt;1640000.0;jjj;;3489
176;iii;www;160.0;iii;5860.0;zzz;1600000.0;jjj;f;3490
17;iii;aaa;160.0;rrr;5777.0;eee;1600000.0;xxx;;3491
46;iii;www;225.0;iii;0.0;ooo;2250000.0;xxx;;3492
19;iii;www;400.0;iii;5800.0;yyy;4000000.0;xxx;;3493
145;iii;www;200.0;iii;40.0;sss;2000000.0;ppp;f;3494
129;iii;www;0.0;iii;247.0;lll;0.0;hh;t;3495
164;iii;www;312.0;iii;0.0;eee;3120000.0;xxx;t;3496
99;iii;www;0.0;iii;560.0;sss;0.0;xxx;;3497
34;iii;aaa;180.0;rrr;18027.0;eee;1800000.0;jjj;t;3498
17;iii;aaa;393.0;rrr;0.0;ggg;3930000.0;jjj;;3499
91;iii;www;29.0;iii;837.0;sss;290000.0;jjj;;3500
13;iii;www;260.0;iii;0.0;sss;2600000.0;xxx;f;3501
54;iii;aaa;52.0;rrr;1442.0;yyy;520000.0;xxx;;3502
127;iii;aaa;0.0;rrr;13212.0;ggg;0.0;bbb;;3503
60;iii;www;228.0;iii;0.0;sss;2280000.0;xxx;f;3504
88;iii;www;0.0;iii;0.0;ggg;0.0;xxx;;3505
151;iii;www;0.0;iii;15000.0;eee;0.0;ff;t;3506
147;uuu;www;300.0;iii;0.0;eee;3000000.0;xxx;f;3507
28;iii;aaa;0.0;rrr;0.0;eee;0.0;jjj;f;3508
85;iii;www;30.0;iii;300.0;hh;300000.0;hh;;3509
155;iii;www;0.0;iii;0.0;ee;0.0;jjj;;3510
19;iii;aaa;370.0;rrr;560.0;ee;3700000.0;xxx;;3511
158;iii;www;100.0;iii;960.0;lll;1000000.0;lll;;3512
163;iii;www;0.0;iii;99.0;ee;0.0;xxx;t;3513
155;iii;www;519.0;iii;1704.0;zzz;5190000.0;xxx;;3514
68;iii;www;93.0;iii;0.0;ooo;930000.0;jjj;;3515
1;rrr;;;;0.0;;;;;3516
174;iii;www;0.0;iii;0.0;sss;0.0;xxx;t;3517
69;iii;www;0.0;iii;0.0;sss;0.0;xxx;t;3518
127;iii;www;0.0;iii;134.0;ttt;0.0;ppp;;3519
91;uuu;aaa;40.0;rrr;0.0;eee;400000.0;xxx;;3520
